,tweet
15098, business is a creative endeavor. cultivate a sense of discovery and start thinking big.
15099, i look forward to my press conference scotland this wednesday--lots of great people atending.
15100," "" was there for the 1st time last wek, beautiful bldg inside to!!"" thanks."
15101," ""have passion for what you do and be efficient at the same time."" - think like a champion"
15102, a testament to american ingenuity shines over fifth avenue as one of nyc s most iconic buildings
15103," "" i live here in chicago and i love it!!! your building is amazing as is your sign!!"" thank you."
15104," "": your my fav for 2016"" thanks."
15105," "": run trump run!!"""
15106," "": if not you, then who?"
15107," "": country needs the right person for the job there's only one! trump 2016"" thanks."
15108," "": then please run for president!"""
15109," "": when is the celebrity apprentice coming back? i'm going through withdrawal! son!"
15110," "": we need you to push the isues that this country is facing, no one else will lay it on the line like you wil!"
15111," "": love the sign . well done. """
15112," "": it was a pleasure to meet you today mr.trump, wishing the very best with trump international donbeg """
15113," "": powerful book , thank you!!! "" great."
15114," "": but can you get him to stop sucking at his job?"" that would be, sadly, imposible."
15115," "": cracking day at trump international links scotland yesterday. what a place to play golf! loved it. """
15116," "": best looking building in chicago. we enjoyed our stay greatly. i like the new ""trump"" adition. """
15117," always remember, i was the one who got obama to release his birth certificate, or whatever that was! hilary couldn't, mcain couldn't."
15118," "": you are the only person that can beat hilary"" many are saying that, interesting!"
15119," "": after watching the roast of you i can confirm you are ready to be president!"" it was fun, thanks."
15120," "": i can't understand people who dont like .. must be because he's got everything anyone wishes they had."" thanks"
15121," "": please run for president! your the only one for the job"""
15122," "": we love your business updates and insights. don't waste your energy on politics. business is where you shine."""
15123," "": i know who i'd endorse and give my money in a heartbeat and that's please run!"" thank you."
15124," "": loks spectacular """
15125," "": another masterpiece donald!"""
15126," "": : newspaper: 'we were wrong' to endorse obama; he's even worse than george bush """
15127, i am in ireland inspecting my great and very beautiful atlantic ocean property. it is one of the most spectacular hotels anywhere! donbeg
15128, ask yourself: what am i pretending not to se? there may be some great oportunities right around you.
15129, many big movies have filmed in my buildings. here is in transformers 3.
15130," "" welcome back in europe ! barcelona europe"" thank you."
15131, lightweight is driving business out of new york for his own public relations benefit. a real dope!
15132," i know shia labeouf and when sober, a really nice guy. must get act together fast before too late."
15133, i just arived in barcelona. i make a big speech tomorrow and then off to ireland and scotland.
15134," practice positive thinking--this will keep you focused while weding out anything that is unecesary, negative or detrimental."
15135, realize that persistence can go a long way. being stubborn is often an atribute.
15136, success requires 100% effort and 100% focus. nothing les.
15137, control your own destiny or someone else wil. -- jack welch
15138," our q1 gdp was -2.9%. worst in memory -- obamacare killing jobs, stopping growth and making small business insecure."
15139," filming an oreo commercial with eli maning, peyton manning and darel hamond-"
15140," i'm leaving now for ireland, spain, scotland and elsewhere--crazy life!"
15141," after these spirited primaries are over, must be fully united for november. if we take the senate, we stop obama s agenda."
